UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION
2017-00012395,2/24/2017 16:30,2/24/2017 18:00,Injured Officer,CBE,Liberty Dam
2017-00012429,2/24/2017 14:00,2/24/2017 20:11,Other Incident,CBE,Liberty Dam Range
2017-00012436,2/24/2017 20:27,2/24/2017 20:27,DWI/DUI,Arrest,Metzerott  Rd
2017-00012537,2/25/2017 2:01,2/25/2017 2:01,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2017-00012538,2/25/2017 2:08,2/25/2017 2:08,Injured/Sick Person,CBE,Lot 17c
2017-00012539,2/25/2017 2:00,2/25/2017 2:12,Burglary,Suspended,4000 block of  Stadium  Dr
2017-00012545,2/25/2017 3:36,2/25/2017 3:36,Accident,Active/Pending,4400 block of  Lehigh  Rd
2017-00012600,2/25/2017 2:30,2/25/2017 10:48,Assist Other Agency,CBE,4600 block of  Knox  Rd
2017-00012620,2/25/2017 13:00,2/25/2017 12:30,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00012621,2/25/2017,2/25/2017 12:49,Assist Other Agency,CBE,7000 block of  Wake Forest  Dr
2017-00012628,2/25/2017 4:00,2/25/2017 14:00,Assist Other Agency,CBE,1300 block of  University  Blvd
2017-00012658,2/25/2017 15:30,2/25/2017 18:28,Assist Other Agency,CBE,7200 block of  Baltimore  Ave
2017-00012684,2/25/2017 21:01,2/25/2017 21:01,Injured/Sick Person,CBE,"PG3, SDG, Stadium Drive Parking Garage at 4025  Stadium  Dr"
2017-00012691,2/25/2017 22:07,2/25/2017 22:07,Injured/Sick Person,CBE,7500 block of  Regents  Dr
2017-00012692,2/25/2017 22:17,2/25/2017 22:17,CDS Violation,CBE,3800 block of  Stadium  Dr
2017-00012745,2/26/2017 0:50,2/26/2017 0:51,Suspicious Person/Auto,CBE,7500 block of  Baltimore  Ave
2017-00012753,2/26/2017 0:30,2/26/2017 1:15,Title IX Incident Non Criminal,Active/Pending,Caroline Hall at 7154  Preinkert  Dr
2017-00012754,2/26/2017 1:20,2/26/2017 1:20,CDS Violation,CBE,Baltimore  Ave
2017-00012775,2/26/2017 5:37,2/26/2017 5:37,DWI/DUI,Arrest,Baltimore  Ave
2017-00012831,2/24/2017 21:00,2/26/2017 12:45,Vandalism,CBE,Lot 1b
2017-00012914,2/26/2017 20:00,2/26/2017 20:07,Suspicious Activity,Active/Pending,7600 block of  Library  Ln
2017-00013049,2/27/2017 9:55,2/27/2017 10:23,Theft,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00013063,2/27/2017 11:52,2/27/2017 11:52,Damage to State Property,CBE,"Leonardtown #239, Leonardtown at 4610  Norwich  Rd"
2017-00013092,2/22/2017 6:00,2/27/2017 14:24,Theft,Arrest,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr"
2017-00013095,2/27/2017 15:01,2/27/2017 15:01,Injured/Sick Person,CBE,4200 block of  Valley  Dr
2017-00013121,2/27/2017 17:13,2/27/2017 17:13,Disorderly Conduct,CBE,Health Center at 3983  Campus  Dr
2017-00013124,2/27/2017 17:30,2/27/2017 17:49,Injured/Sick Person,CBE,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00013186,2/27/2017 21:40,2/27/2017 23:13,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00013198,2/27/2017 23:38,2/28/2017 0:19,Theft,Arrest,4400 block of  Knox  Rd
2017-00013210,2/28/2017 1:17,2/28/2017 1:17,CDS Violation,Arrest,Baltimore  Ave
2017-00013217,2/28/2017 3:40,2/28/2017 3:40,Trespassing,CBE,6900 block of  Preinkert  Dr
2017-00013252,2/28/2017 9:42,2/28/2017 9:42,CDS Violation,Arrest,Baltimore  Ave
2017-00013255,2/27/2017 18:30,2/28/2017 9:58,Theft,Arrest,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00013264,2/27/2017 13:00,2/28/2017 10:27,Theft,Arrest,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00013270,2/27/2017 21:00,2/28/2017 12:07,Theft from Auto,Suspended,7700 block of  Adelphi  Rd
2017-00013272,2/28/2017 12:15,2/28/2017 12:15,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2017-00013273,2/28/2017 12:17,2/28/2017 12:17,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2017-00013280,2/28/2017 13:53,2/28/2017 13:54,Accident - Departmental,CBE,Campus  Dr
2017-00013355,2/28/2017 23:13,2/28/2017 23:13,CDS Violation,CBE,7600 block of  Library  Ln
2017-00013489,3/1/2017 10:50,3/1/2017 11:34,Other Incident,CBE,8200 block of  Baltimore  Ave
2017-00013509,1/18/2017 13:55,3/1/2017 14:45,Theft,Suspended,7600 block of  Library  Ln
2017-00013641,3/1/2017 23:24,3/1/2017 23:24,CDS Violation,CBE,"PG3, SDG, Stadium Drive Parking Garage at 4025  Stadium  Dr"
2017-00013650,3/2/2017 0:17,3/2/2017 0:17,Assault,Arrest,4400 block of  Knox  Rd
2017-00013662,3/2/2017 0:47,3/2/2017 2:27,Emergency Petition,CBE,8300 block of  Baltimore  Ave
2017-00013716,3/1/2017 19:00,3/2/2017 11:07,Theft,Suspended,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2017-00013734,3/2/2017 14:15,3/2/2017 14:15,Injured/Sick Person,CBE,Golf Course Club House at 3800  Golf Course  Rd
2017-00013736,12/29/2016 13:00,3/2/2017 14:44,Lost Property,CBE,4300 block of  Stadium  Dr
2017-00013824,3/2/2017 23:19,3/2/2017 23:19,CDS Violation,CBE,Lot 2g
2017-00013850,3/3/2017 1:17,3/3/2017 1:17,Burglary,Arrest,Hornbake Library at 4130  Campus  Dr
2017-00013889,3/3/2017 3:26,3/3/2017 3:26,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00013962,3/3/2017 12:45,3/3/2017 13:29,Theft,CBE,3900 block of  Denton Service  Ln
2017-00013973,3/3/2017 11:50,3/3/2017 14:22,Suspicious Activity (Title IX Related),Active/Pending,Hornbake Library at 4130  Campus  Dr
2017-00014016,3/3/2017 18:53,3/3/2017 18:53,Theft,Arrest,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00014055,2/27/2017 17:00,3/3/2017 21:09,Theft,Active/Pending,4300 block of  Rowalt  Dr
2017-00014059,3/3/2017 20:57,3/3/2017 21:40,Injured/Sick Person,CBE,Delta Sigma Phi at 4300  Knox  Rd
2017-00014096,3/3/2017 23:50,3/3/2017 23:50,CDS Violation,Arrest,4000 block of  Stadium  Dr
2017-00014110,3/4/2017 0:20,3/4/2017 0:28,Injured/Sick Person,CBE,4500 block of  Hartwick  Rd
2017-00014117,3/4/2017 1:01,3/4/2017 1:01,Injured/Sick Person,CBE,Chestertown Hall at 4201  Valley  Dr
2017-00014121,3/4/2017 1:15,3/4/2017 1:15,Warrant/Summons Service,Arrest,Baltimore  Ave
2017-00014124,3/4/2017 1:30,3/4/2017 1:36,Assist Other Agency,CBE,4500 block of  College  Ave
2017-00014129,3/4/2017 2:54,3/4/2017 2:54,Injured/Sick Person,CBE,4500 block of  Valley Dr
2017-00014138,3/4/2017 4:13,3/4/2017 4:13,Vandalism,CBE,"Edward St. John Learning and Teching Center, ESJ at 4131  Campus  Dr"
2017-00014147,3/4/2017 6:21,3/4/2017 6:21,Damage to State Property,CBE,"PG3, SDG, Stadium Drive Parking Garage at 4025  Stadium  Dr"
2017-00014152,3/3/2017 22:00,3/4/2017 7:31,Vandalism,Suspended,Lot J2
2017-00014191,3/1/2017 22:00,3/4/2017 11:03,Vandalism,Suspended,"Leonardtown #248, Leonardtown at 7567  Yale  Ave"
2017-00014337,3/5/2017 0:48,3/5/2017 0:48,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2017-00014547,3/5/2017 14:00,3/5/2017 22:39,Assist Other Agency,Active/Pending,8700 block of  Baltimore  Ave
2017-00014559,3/5/2017 23:08,3/5/2017 23:08,CDS Violation,Arrest,4500 block of  Calvert  Rd
2017-00014561,3/5/2017 23:13,3/5/2017 23:13,CDS Violation,Arrest,Baltimore  Ave
2017-00014563,3/5/2017 23:42,3/5/2017 23:42,CDS Violation,CBE,Oakland Hall at 3912  Denton Service  Ln
2017-00014573,3/6/2017 0:30,3/6/2017 0:30,CDS Violation,Arrest,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00014586,3/6/2017 1:45,3/6/2017 1:45,Recovered Stolen Property,CBE,7300 block of  Baltimore  Ave
2017-00014674,3/2/2017 10:00,3/6/2017 13:54,Theft,Arrest,Annapolis Hall at 7626  Regents  Dr
2017-00014682,3/6/2017 14:25,3/6/2017 14:25,Injured/Sick Person,CBE,"Physical Sciences Complex, PSC at 4296  Stadium  Dr"
2017-00014705,2/20/2017 12:00,3/6/2017 16:00,Suspicious Activity,CBE,7500 block of  Baltimore  Ave
2017-00014775,3/6/2017 22:36,3/6/2017 22:36,Suspicious Person/Auto,CBE,3700 block of  Campus  Dr
2017-00014822,3/7/2017 3:55,3/7/2017 3:55,Emergency Petition,CBE,4200 block of  Valley  Dr
2017-00014842,3/1/2017 16:00,3/7/2017 7:37,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2017-00014849,3/7/2017 8:55,3/7/2017 9:07,Suspicious Person/Auto,Active/Pending,4300 block of  Rowalt  Dr
2017-00014860,3/1/2017 12:00,3/7/2017 10:17,Hate Bias Incident,Active/Pending,3800 block of  Campus  Dr
2017-00015095,3/7/2017 7:00,3/8/2017 9:11,Lost Property,CBE,7500 block of  Baltimore  Ave
2017-00015097,3/7/2017 13:00,3/8/2017 9:39,Trespassing,Suspended,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00015150,3/8/2017 12:00,3/8/2017 13:25,Threat Assessment,Active/Pending,7500 block of  Baltimore  Ave
2017-00015182,3/8/2017 15:55,3/8/2017 15:55,Injured/Sick Person,CBE,Chesapeake Building at 4300  Terrapin  Trl
2017-00015235,3/8/2017 19:18,3/8/2017 19:23,Suspicious Activity,CBE,3900 block of  Campus  Dr
2017-00015293,3/9/2017 0:41,3/9/2017 0:41,Traffic Offense,CBE,4400 block of  Hartwick  Rd
2017-00015371,3/1/2017 20:33,3/9/2017 10:41,Theft,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00015374,3/9/2017 8:00,3/9/2017 11:05,Theft,Unfounded,Bioscience Research Building at 4066  Campus  Dr
2017-00015414,3/9/2017 15:36,3/9/2017 15:36,Assault,Arrest,Adelphi  Rd
2017-00015418,3/9/2017 1:30,3/9/2017 16:26,Fraud (Title IX Related),Suspended,3800 block of  Stadium  Dr
2017-00015443,3/9/2017 18:30,3/9/2017 18:30,Injured/Sick Person,CBE,"Terrapin Row #1, Terrapin Row 1, TR1 at 4207  Knox  Rd"
2017-00015445,3/9/2017 18:36,3/9/2017 18:38,Injured/Sick Person,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00015463,3/9/2017 19:43,3/9/2017 19:43,Assault,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00015492,3/9/2017 19:00,3/9/2017 22:06,Fraud (Title IX Related),Suspended,4000 block of  Stadium  Dr
2017-00015494,3/9/2017 22:23,3/9/2017 22:23,CDS Violation,CBE,3900 block of  Denton Service  Ln
2017-00015528,3/10/2017 0:19,3/10/2017 0:19,CDS Violation,Arrest,8500 block of  Adelphi  Rd
2017-00015546,3/10/2017 1:31,3/10/2017 1:31,Injured/Sick Person,CBE,College  Ave
2017-00015563,3/10/2017 2:35,3/10/2017 2:35,DWI/DUI,Arrest,Mowatt  Ln
2017-00015566,3/10/2017 2:50,3/10/2017 2:50,Trespassing,CBE,3900 block of  Campus  Dr
2017-00015643,3/10/2017 10:00,3/10/2017 12:03,Vandalism,Suspended,"A.V. Williams Building, AV Williams at 8223  Paint Branch  Dr"
2017-00015693,3/10/2017 17:51,3/10/2017 17:51,CDS Violation,Arrest,3900 block of  Denton Service  Ln
2017-00015719,3/10/2017 19:16,3/10/2017 19:16,CDS Violation,CBE,4200 block of  Lehigh  Rd
2017-00015742,3/10/2017 20:40,3/10/2017 20:40,Theft,Arrest,3800 block of  Stadium  Dr
2017-00015748,3/10/2017 21:22,3/10/2017 21:22,Assist Other Agency,CBE,3700 block of  Campus  Dr
2017-00015765,3/10/2017 22:15,3/10/2017 22:15,Fire,CBE,Oakland Hall at 3912  Denton Service  Ln
2017-00015777,3/10/2017 22:15,3/10/2017 23:26,CDS Violation,CBE,3900 block of  Denton Service  Ln
2017-00015799,3/11/2017 0:48,3/11/2017 0:48,Suspicious Person/Auto,Arrest,4400 block of  Knox  Rd
2017-00015814,3/11/2017 2:52,3/11/2017 2:52,Other Incident,CBE,Cornell  Ave
2017-00015925,3/10/2017 18:00,3/11/2017 15:59,Theft,Suspended,"Leonardtown #239, Leonardtown at 4610  Norwich  Rd"
2017-00015926,3/10/2017 19:00,3/11/2017 16:17,Theft from Auto,Active/Pending,Lot 11b
2017-00015945,3/11/2017 17:43,3/11/2017 17:43,Injured/Sick Person,CBE,Ritchie Coliseum at 7675  Baltimore  Ave
2017-00016017,3/11/2017 23:15,3/11/2017 23:15,Vandalism,Suspended,Chapel  Ln
2017-00016018,3/11/2017 11:53,3/11/2017 23:51,Weapon Violation,Arrest,Baltimore  Ave
2017-00016034,3/12/2017 1:41,3/12/2017 1:41,Injured/Sick Person,CBE,4400 block of  Knox  Rd
2017-00016036,3/12/2017 2:10,3/12/2017 2:08,Injured/Sick Person,CBE,"7-11 Varsity, 7-Eleven Varsity at 8150  Baltimore  Ave"
2017-00016037,3/12/2017 2:41,3/12/2017 2:41,Injured/Sick Person,CBE,4300 block of  Knox  Rd
2017-00016101,3/12/2017 1:30,3/12/2017 13:29,Assist Other Agency,CBE,"7-11 Varsity, 7-Eleven Varsity at 8150  Baltimore  Ave"
2017-00016288,3/13/2017 8:30,3/13/2017 9:15,Other Incident,CBE,"Computer Science Instructional Center, CSIC at 8169  Paint Branch  Dr"
2017-00016304,3/13/2017 11:15,3/13/2017 11:25,Assault,Arrest,Paint Branch  Dr
2017-00016317,2/27/2017 20:30,3/13/2017 13:37,Theft,Active/Pending,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00016384,3/13/2017 19:29,3/13/2017 21:09,Other Incident,CBE,4200 block of  Lehigh  Rd
2017-00016399,3/13/2017 23:53,3/13/2017 23:53,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00016400,3/14/2017 0:01,3/14/2017 0:01,CDS Violation,CBE,4000 block of  Stadium  Dr
2017-00016415,3/14/2017 3:22,3/14/2017 3:22,Suspicious Activity,Active/Pending,Lot GG1
2017-00016449,3/14/2017 11:56,3/14/2017 11:56,Injured/Sick Person,CBE,7500 block of  Calvert Service  Ln
2017-00016459,3/12/2017 17:00,3/14/2017 13:25,Lost Property,CBE,340 block of  Ehrensberger  Dr
2017-00016470,3/14/2017 15:26,3/14/2017 15:26,Injured/Sick Person,CBE,"Leonardtown #248, Leonardtown at 7567  Yale  Ave"
2017-00016610,3/15/2017 6:59,3/15/2017 6:59,Injured/Sick Person,CBE,"Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834  Campus  Dr"
2017-00016611,3/13/2017 23:30,3/15/2017 6:48,Damage to State Property,Active/Pending,5200 block of  Greenbelt  Rd
2017-00016619,3/13/2017 12:30,3/15/2017 8:52,Damage to State Property,Unfounded,Lot L
2017-00016631,3/15/2017 9:45,3/15/2017 9:55,Injured/Sick Person,CBE,Lot UU
2017-00016642,3/14/2017 22:00,3/15/2017 10:40,Title IX Incident Non Criminal,CBE,7300 block of  Baltimore  Ave
2017-00016646,3/13/2017 13:00,3/15/2017 11:02,Theft,Suspended,Plant Sciences Building at 4291  Fieldhouse  Dr
2017-00016741,3/15/2017 21:14,3/15/2017 21:14,Assist Other Agency,CBE,4600 block of  Calvert  Rd
2017-00016744,3/15/2017 22:00,3/15/2017 22:04,CDS Violation,CBE,Caroline Hall at 7154  Preinkert  Dr
2017-00016765,3/16/2017 2:11,3/16/2017 2:11,DWI/DUI,Arrest,Baltimore  Ave
2017-00016834,3/12/2017 17:00,3/16/2017 14:12,Theft,Investigation Pending,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00016862,3/16/2017 16:30,3/16/2017 18:22,Other Incident,CBE,3900 block of  Denton Service  Ln
2017-00016981,3/9/2017 22:30,3/17/2017 0:26,Rape (Title IX Related),CBE,8500 block of  Boteler  Ln
2017-00016994,3/17/2017 1:17,3/17/2017 1:17,Emergency Petition,CBE,"La Plata Hall, LaPlata hall at 4121  Farm  Dr"
2017-00017043,3/17/2017 8:50,3/17/2017 8:58,Vandalism,Suspended,Martin Hall at 4298  Campus  Dr
2017-00017046,3/10/2017 12:00,3/17/2017 9:19,Theft,Unfounded,8200 block of  Alumni  Dr
2017-00017070,3/10/2017 11:30,3/17/2017 11:53,Animal Complaint,CBE,Symons Hall at 7998  Regents  Dr
2017-00017075,3/17/2017 14:13,3/17/2017 14:13,Animal Complaint,CBE,University  Blvd
2017-00017081,3/6/2017 10:00,3/17/2017 15:16,Theft,Active/Pending,4100 block of  Valley  Dr
2017-00017094,3/17/2017 16:40,3/17/2017 17:47,Theft,Active/Pending,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00017128,3/17/2017 19:39,3/17/2017 19:39,CDS Violation,CBE,4100 block of  Valley  Dr
2017-00017205,3/18/2017 0:53,3/18/2017 0:53,Injured/Sick Person,CBE,7500 block of  Mowatt  Ln
2017-00017221,3/18/2017 2:20,3/18/2017 2:20,Injured/Sick Person,CBE,Marie Mount Hall at 7814  Regents  Dr
2017-00017232,3/18/2017 3:51,3/18/2017 3:51,DWI/DUI,Arrest,Baltimore  Ave
2017-00017343,3/18/2017 17:37,3/18/2017 17:37,Suspicious Person/Auto,CBE,Van Munching Hall at 7699  Mowatt  Ln
2017-00017357,3/18/2017 18:30,3/18/2017 19:05,Injured/Sick Person,CBE,7000 block of  Preinkert  Dr
2017-00017469,3/19/2017 3:09,3/19/2017 3:09,DWI/DUI,Arrest,University  Blvd
2017-00017477,3/19/2017 4:15,3/19/2017 4:37,Check on the  Welfare,CBE,8200 block of  Baltimore  Ave
2017-00017542,3/4/2017 23:27,3/19/2017 13:34,Theft,Arrest,7200 block of  Preinkert  Dr
2017-00017565,3/19/2017 15:57,3/19/2017 16:21,Other Incident,CBE,
2017-00017687,3/20/2017 0:24,3/20/2017 0:24,Emergency Petition,CBE,7300 block of  Dickinson  Ave
2017-00017801,3/19/2017 15:09,3/20/2017 11:06,Dept Property Damage/Loss,CBE,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr"
2017-00017809,3/20/2017 11:29,3/20/2017 11:29,Recovered Stolen Property,Arrest,Adelphi  Rd
2017-00017818,3/18/2017 12:00,3/20/2017 12:28,Vandalism,Active/Pending,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr"
2017-00017839,3/19/2017 15:00,3/20/2017 13:42,Vandalism,Suspended,Cypress Building at 8320  Baltimore  Ave
2017-00018014,3/21/2017 0:40,3/21/2017 0:40,CDS Violation,Arrest,University  Blvd
2017-00018064,2/12/2017,3/21/2017 7:12,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2017-00018289,3/21/2017 23:58,3/21/2017 23:58,DWI/DUI,Arrest,Baltimore  Ave
2017-00018452,3/21/2017 20:13,3/22/2017 16:10,Threat Assessment,Active/Pending,Chesapeake Building at 4300  Terrapin  Trl
2017-00018658,3/17/2017 10:30,3/23/2017 11:45,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2017-00018738,3/23/2017 17:57,3/23/2017 17:57,Suspicious Person/Auto,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00018750,3/23/2017 21:08,3/23/2017 21:08,DWI/DUI,Arrest,Baltimore  Ave
2017-00018755,3/23/2017 21:30,3/23/2017 21:30,DWI/DUI,Arrest,Frat Row
2017-00018776,3/23/2017 22:54,3/23/2017 22:54,CDS Violation,CBE,4600 block of  Beechwood  Rd
2017-00018831,3/24/2017 1:32,3/24/2017 1:32,Damage to State Property,CBE,St. Mary's Hall at 3949  Campus  Dr
2017-00018869,3/24/2017 10:00,3/24/2017 10:45,Other Incident,CBE,4400 block of  Rossborough  Ln
2017-00019260,3/26/2007 1:40,3/26/2017 0:11,Emergency Petition,Arrest,7100 block of  Baltimore  Ave
2017-00019266,3/26/2017 2:03,3/26/2017 2:03,DWI/DUI,Arrest,University  Blvd
2017-00019370,3/26/2017 18:07,3/26/2017 18:07,Emergency Petition,CBE,4300 block of  Knox  Rd
2017-00019387,3/17/2017 14:45,3/26/2017 20:46,Theft,Warrant Issued,3900 block of  Denton Service  Ln
2017-00019389,3/26/2017 21:00,3/26/2017 21:01,Other Incident,CBE,"Chemistry, Chemistry Building at 8051  Regents  Dr"
2017-00019394,3/26/2017 22:28,3/26/2017 22:28,CDS Violation,CBE,7200 block of  Preinkert  Dr
2017-00019396,3/26/2017 22:40,3/26/2017 22:40,Accident - Departmental,CBE,Baltimore  Ave
2017-00019555,3/27/2017 9:00,3/27/2017 10:30,Injured/Sick Person,CBE,4700 block of  Rossborough  Ln
2017-00019560,3/27/2017 10:36,3/27/2017 10:36,Assist Other Agency,CBE,4600 block of  River  Rd
2017-00019583,3/27/2017 9:00,3/27/2017 11:19,Hate Bias Incident,Active/Pending,Biology-Psychology Building at 4094  Campus  Dr
2017-00019621,3/27/2017 13:13,3/27/2017 13:13,Theft,Arrest,"President's Residence, University House at 8150  Presidential  Dr"
2017-00019622,3/27/2017 13:44,3/27/2017 13:44,Trespassing,Arrest,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00019623,3/26/2017 15:19,3/27/2017 13:44,Telephone/EMail Misuse,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00019624,2/22/2017 19:00,3/27/2017 14:11,Fraud,CBE,7000 block of  Preinkert  Dr
2017-00019654,3/17/2017 17:00,3/27/2017 17:13,Theft,Warrant Issued,3900 block of  Denton Service  Ln
2017-00019694,3/24/2017 21:00,3/27/2017 20:15,Stolen Motor Vehicle,Active/Pending,Lot 11b
2017-00019814,3/28/2017 12:45,3/28/2017 12:56,Emergency Petition,CBE,3900 block of  Campus  Dr
2017-00019829,3/17/2017 16:00,3/28/2017 14:28,Theft,Suspended,3900 block of  Denton Service  Ln
2017-00019841,3/28/2017 16:03,3/28/2017 16:03,Fraud,CBE,3900 block of  Campus  Dr
2017-00019851,3/23/2017 21:30,3/28/2017 17:16,Lost Property,CBE,3400 block of  Tulane  Dr
2017-00019889,3/28/2017 18:45,3/28/2017 21:53,Theft,Active/Pending,Mckeldin Mall
2017-00019939,3/29/2017 2:13,3/29/2017 2:13,Suspicious Person/Auto,Arrest,Oakland Hall at 3912  Denton Service  Ln
2017-00019942,3/29/2017 3:50,3/29/2017 3:39,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2017-00019988,3/24/2017 12:37,3/29/2017 9:47,Other Incident,Unfounded,Service Building at 7757  Baltimore  Ave
2017-00019997,3/29/2017 11:02,3/29/2017 11:02,Assist Other Agency,CBE,3700 block of  Campus  Dr
2017-00020004,3/29/2017 10:00,3/29/2017 12:59,Theft,Suspended,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00020009,3/29/2017 9:55,3/29/2017 14:10,Theft,Suspended,Microbiology Building at 4062  Campus  Dr
2017-00020013,3/29/2017 14:48,3/29/2017 14:48,Theft,Arrest,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00020032,3/29/2017 16:20,3/29/2017 16:20,Theft,Warrant Issued,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
2017-00020050,3/13/2017 17:00,3/29/2017 19:03,Theft,Warrant Issued,St. Mary's Hall at 3949  Campus  Dr
2017-00020064,3/29/2017 21:17,3/29/2017 21:17,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2017-00020081,3/29/2017 23:28,3/29/2017 23:28,Injured/Sick Person,CBE,7200 block of  Preinkert  Dr
2017-00020086,3/29/2017 23:40,3/29/2017 23:43,Assault (Title IX Related),Arrest,Montgomery Hall at 7570  Regents  Dr
2017-00020105,3/30/2017 1:38,3/30/2017 1:38,Injured/Sick Person,CBE,Oakland Hall at 3912  Denton Service  Ln
2017-00020106,3/30/2017 1:43,3/30/2017 1:43,DWI/DUI,Arrest,Chemical & Nuclear Engineering at 4418  Stadium  Dr
2017-00020165,3/28/2017 12:00,3/30/2017 10:35,Theft,Suspended,Paint Branch  Dr
2017-00020173,3/30/2017 11:00,3/30/2017 11:12,Theft,CBE,Artemesia Building at 8400  Baltimore  Ave
2017-00020178,3/30/2017 12:00,3/30/2017 12:11,Injured/Sick Person,CBE,Van Munching Hall at 7699  Mowatt  Ln
2017-00020183,3/30/2017 13:23,3/30/2017 13:23,Emergency Petition,CBE,"Journalism Building, Knight Hall at 7765  Alumni  Dr"
2017-00020188,3/28/2017 12:00,3/30/2017 15:23,Burglary,Suspended,4000 block of  Campus  Dr
2017-00020226,3/30/2017 20:10,3/30/2017 20:10,CDS Violation,Arrest,"Kirwan Hall, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176  Campus  Dr"
2017-00020276,3/31/2017 1:59,3/31/2017 1:59,DWI/DUI,Arrest,Baltimore  Ave
2017-00020339,3/31/2017,3/31/2017 13:07,Assist Other Agency,CBE,4700 block of  College Ave
2017-00020348,3/31/2017 15:22,3/31/2017 15:22,Injured/Sick Person,CBE,4200 block of  Valley  Dr
2017-00020428,3/31/2017 21:55,3/31/2017 21:55,Suspicious Activity,CBE,Campus  Dr
2017-00020457,3/31/2017 21:00,3/31/2017 23:12,Hate Bias Incident,Active/Pending,7000 block of  Preinkert  Dr
2017-00020579,4/1/2017 12:00,4/1/2017 12:03,Suspicious Person/Auto,CBE,Lot 2a
2017-00020584,3/31/2017 11:00,4/1/2017 12:40,Theft,Active/Pending,4000 block of  Stadium  Dr
2017-00020595,3/15/2017 12:00,4/1/2017 15:35,Fraud,Suspended,4300 block of  Rowalt  Dr
2017-00020599,3/15/2017 14:00,4/1/2017 15:59,Assist Other Agency,CBE,4100 block of  Farm  Dr
2017-00020708,4/1/2017 23:03,4/1/2017 23:03,DWI/DUI,Arrest,North Gate at 4306  Campus  Dr
2017-00020724,4/2/2017 0:39,4/2/2017 0:41,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave
2017-00020769,4/2/2017 8:50,4/2/2017 8:50,False Report/Statement,Suspended,3400 block of  Tulane  Dr
2017-00020814,4/2/2017 16:22,4/2/2017 16:22,Warrant/Summons Service,Arrest,340 block of  Ehrensberger  Dr
2017-00020946,4/1/2017 12:00,4/3/2017 8:35,Vandalism,Suspended,4100 block of  Campus  Dr
2017-00020970,4/3/2017 10:01,4/3/2017 10:25,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2017-00021007,4/1/2017 21:59,4/3/2017 12:07,Suspicious Activity,Active/Pending,340 block of  Ehrensberger  Dr
2017-00021025,3/16/2017 9:00,4/3/2017 13:54,Lost Property,CBE,7500 block of  Baltimore  Ave
2017-00021073,4/3/2017 17:36,4/3/2017 17:36,Emergency Petition,CBE,7100 block of  Preinkert  Dr
